2020-05-04 09:40:25,799 charges_calc.py:73  WARNING Invalid end date of 2017-03-22 00:00:00 found in record RNT001
2020-05-04 09:40:26,176 charges_calc.py:82  WARNING Value Error on record RNT656, value {'product_code': 'PRD34', 'units_rented': 7, 'price_per_day': 10, 'rental_start': '10/5/18', 'rental_end': '7/4/16', 'total_days': -823, 'total_price': -8230} square of the total price
2020-05-04 09:40:26,176 charges_calc.py:73  WARNING Invalid end date of 2017-09-06 00:00:00 found in record RNT659
2020-05-04 09:40:26,178 charges_calc.py:82  WARNING Value Error on record RNT659, value {'product_code': 'PRD9', 'units_rented': 10, 'price_per_day': 23, 'rental_start': '9/14/18', 'rental_end': '9/6/17', 'total_days': -373, 'total_price': -8579} square of the total price
2020-05-04 09:40:26,178 charges_calc.py:73  WARNING Invalid end date of 2018-02-13 00:00:00 found in record RNT662
2020-05-04 09:40:26,179 charges_calc.py:82  WARNING Value Error on record RNT662, value {'product_code': 'PRD12', 'units_rented': 5, 'price_per_day': 30, 'rental_start': '4/27/18', 'rental_end': '2/13/18', 'total_days': -73, 'total_price': -2190} square of the total price
2020-05-04 09:40:26,179 charges_calc.py:73  WARNING Invalid end date of 2017-01-20 00:00:00 found in record RNT663
2020-05-04 09:40:26,180 charges_calc.py:82  WARNING Value Error on record RNT663, value {'product_code': 'PRD85', 'units_rented': 8, 'price_per_day': 34, 'rental_start': '1/3/18', 'rental_end': '1/20/17', 'total_days': -348, 'total_price': -11832} square of the total price
2020-05-04 09:40:26,180 charges_calc.py:73  WARNING Invalid end date of 2016-08-20 00:00:00 found in record RNT664
2020-05-04 09:40:26,181 charges_calc.py:82  WARNING Value Error on record RNT664, value {'product_code': 'PRD4', 'units_rented': 3, 'price_per_day': 11, 'rental_start': '7/2/18', 'rental_end': '8/20/16', 'total_days': -681, 'total_price': -7491} square of the total price
2020-05-04 09:40:26,181 charges_calc.py:73  WARNING Invalid end date of 2017-02-04 00:00:00 found in record RNT665
2020-05-04 09:40:26,182 charges_calc.py:82  WARNING Value Error on record RNT665, value {'product_code': 'PRD78', 'units_rented': 5, 'price_per_day': 21, 'rental_start': '9/8/17', 'rental_end': '2/4/17', 'total_days': -216, 'total_price': -4536} square of the total price
2020-05-04 09:40:26,182 charges_calc.py:73  WARNING Invalid end date of 2016-03-31 00:00:00 found in record RNT667
2020-05-04 09:40:26,183 charges_calc.py:82  WARNING Value Error on record RNT667, value {'product_code': 'PRD30', 'units_rented': 2, 'price_per_day': 25, 'rental_start': '1/4/18', 'rental_end': '3/31/16', 'total_days': -644, 'total_price': -16100} square of the total price
2020-05-04 09:40:26,183 charges_calc.py:73  WARNING Invalid end date of 2016-01-01 00:00:00 found in record RNT668
2020-05-04 09:40:26,184 charges_calc.py:82  WARNING Value Error on record RNT668, value {'product_code': 'PRD85', 'units_rented': 6, 'price_per_day': 17, 'rental_start': '2/17/16', 'rental_end': '1/1/16', 'total_days': -47, 'total_price': -799} square of the total price
2020-05-04 09:40:26,184 charges_calc.py:73  WARNING Invalid end date of 2016-01-30 00:00:00 found in record RNT670
2020-05-04 09:40:26,185 charges_calc.py:82  WARNING Value Error on record RNT670, value {'product_code': 'PRD65', 'units_rented': 5, 'price_per_day': 20, 'rental_start': '11/27/16', 'rental_end': '1/30/16', 'total_days': -302, 'total_price': -6040} square of the total price
2020-05-04 09:40:26,185 charges_calc.py:73  WARNING Invalid end date of 2017-06-16 00:00:00 found in record RNT671
2020-05-04 09:40:26,186 charges_calc.py:82  WARNING Value Error on record RNT671, value {'product_code': 'PRD51', 'units_rented': 6, 'price_per_day': 21, 'rental_start': '3/5/18', 'rental_end': '6/16/17', 'total_days': -262, 'total_price': -5502} square of the total price
2020-05-04 09:40:26,186 charges_calc.py:73  WARNING Invalid end date of 2017-04-24 00:00:00 found in record RNT674
2020-05-04 09:40:26,186 charges_calc.py:82  WARNING Value Error on record RNT674, value {'product_code': 'PRD56', 'units_rented': 8, 'price_per_day': 25, 'rental_start': '7/24/18', 'rental_end': '4/24/17', 'total_days': -456, 'total_price': -11400} square of the total price
2020-05-04 09:40:26,188 charges_calc.py:73  WARNING Invalid end date of 2017-08-17 00:00:00 found in record RNT677
2020-05-04 09:40:26,189 charges_calc.py:82  WARNING Value Error on record RNT677, value {'product_code': 'PRD69', 'units_rented': 10, 'price_per_day': 40, 'rental_start': '9/3/17', 'rental_end': '8/17/17', 'total_days': -17, 'total_price': -680} square of the total price
2020-05-04 09:40:26,190 charges_calc.py:73  WARNING Invalid end date of 2016-11-13 00:00:00 found in record RNT678
2020-05-04 09:40:26,190 charges_calc.py:82  WARNING Value Error on record RNT678, value {'product_code': 'PRD44', 'units_rented': 8, 'price_per_day': 25, 'rental_start': '11/27/16', 'rental_end': '11/13/16', 'total_days': -14, 'total_price': -350} square of the total price
2020-05-04 09:40:26,191 charges_calc.py:73  WARNING Invalid end date of 2016-02-03 00:00:00 found in record RNT679
2020-05-04 09:40:26,191 charges_calc.py:82  WARNING Value Error on record RNT679, value {'product_code': 'PRD26', 'units_rented': 5, 'price_per_day': 29, 'rental_start': '11/21/17', 'rental_end': '2/3/16', 'total_days': -657, 'total_price': -19053} square of the total price
2020-05-04 09:40:26,191 charges_calc.py:73  WARNING Invalid end date of 2018-10-19 00:00:00 found in record RNT682
2020-05-04 09:40:26,192 charges_calc.py:82  WARNING Value Error on record RNT682, value {'product_code': 'PRD68', 'units_rented': 10, 'price_per_day': 29, 'rental_start': '12/31/18', 'rental_end': '10/19/18', 'total_days': -73, 'total_price': -2117} square of the total price
2020-05-04 09:40:26,192 charges_calc.py:73  WARNING Invalid end date of 2016-04-03 00:00:00 found in record RNT684
2020-05-04 09:40:26,193 charges_calc.py:82  WARNING Value Error on record RNT684, value {'product_code': 'PRD74', 'units_rented': 3, 'price_per_day': 25, 'rental_start': '6/26/17', 'rental_end': '4/3/16', 'total_days': -449, 'total_price': -11225} square of the total price
2020-05-04 09:40:26,193 charges_calc.py:73  WARNING Invalid end date of 2018-06-02 00:00:00 found in record RNT688
2020-05-04 09:40:26,194 charges_calc.py:82  WARNING Value Error on record RNT688, value {'product_code': 'PRD74', 'units_rented': 6, 'price_per_day': 7, 'rental_start': '7/6/18', 'rental_end': '6/2/18', 'total_days': -34, 'total_price': -238} square of the total price
2020-05-04 09:40:26,194 charges_calc.py:73  WARNING Invalid end date of 2016-09-10 00:00:00 found in record RNT691
2020-05-04 09:40:26,194 charges_calc.py:82  WARNING Value Error on record RNT691, value {'product_code': 'PRD84', 'units_rented': 5, 'price_per_day': 36, 'rental_start': '9/19/18', 'rental_end': '9/10/16', 'total_days': -739, 'total_price': -26604} square of the total price
2020-05-04 09:40:26,195 charges_calc.py:73  WARNING Invalid end date of 2017-07-29 00:00:00 found in record RNT692
2020-05-04 09:40:26,195 charges_calc.py:82  WARNING Value Error on record RNT692, value {'product_code': 'PRD50', 'units_rented': 10, 'price_per_day': 18, 'rental_start': '8/27/17', 'rental_end': '7/29/17', 'total_days': -29, 'total_price': -522} square of the total price
2020-05-04 09:40:26,196 charges_calc.py:73  WARNING Invalid end date of 2017-09-15 00:00:00 found in record RNT694
2020-05-04 09:40:26,196 charges_calc.py:82  WARNING Value Error on record RNT694, value {'product_code': 'PRD12', 'units_rented': 9, 'price_per_day': 26, 'rental_start': '12/9/18', 'rental_end': '9/15/17', 'total_days': -450, 'total_price': -11700} square of the total price
2020-05-04 09:40:26,198 charges_calc.py:73  WARNING Invalid end date of 2016-03-05 00:00:00 found in record RNT695
2020-05-04 09:40:26,199 charges_calc.py:82  WARNING Value Error on record RNT695, value {'product_code': 'PRD47', 'units_rented': 5, 'price_per_day': 25, 'rental_start': '7/14/16', 'rental_end': '3/5/16', 'total_days': -131, 'total_price': -3275} square of the total price
2020-05-04 09:40:26,199 charges_calc.py:73  WARNING Invalid end date of 2016-11-22 00:00:00 found in record RNT698
2020-05-04 09:40:26,200 charges_calc.py:82  WARNING Value Error on record RNT698, value {'product_code': 'PRD69', 'units_rented': 1, 'price_per_day': 38, 'rental_start': '4/2/18', 'rental_end': '11/22/16', 'total_days': -496, 'total_price': -18848} square of the total price
2020-05-04 09:40:26,201 charges_calc.py:73  WARNING Invalid end date of 2016-12-08 00:00:00 found in record RNT702
2020-05-04 09:40:26,202 charges_calc.py:82  WARNING Value Error on record RNT702, value {'product_code': 'PRD88', 'units_rented': 6, 'price_per_day': 15, 'rental_start': '9/26/17', 'rental_end': '12/8/16', 'total_days': -292, 'total_price': -4380} square of the total price
2020-05-04 09:40:26,202 charges_calc.py:73  WARNING Invalid end date of 2018-03-01 00:00:00 found in record RNT703
2020-05-04 09:40:26,203 charges_calc.py:82  WARNING Value Error on record RNT703, value {'product_code': 'PRD41', 'units_rented': 6, 'price_per_day': 9, 'rental_start': '6/15/18', 'rental_end': '3/1/18', 'total_days': -106, 'total_price': -954} square of the total price
2020-05-04 09:40:26,203 charges_calc.py:73  WARNING Invalid end date of 2016-04-02 00:00:00 found in record RNT704
2020-05-04 09:40:26,204 charges_calc.py:82  WARNING Value Error on record RNT704, value {'product_code': 'PRD6', 'units_rented': 4, 'price_per_day': 19, 'rental_start': '12/23/17', 'rental_end': '4/2/16', 'total_days': -630, 'total_price': -11970} square of the total price
2020-05-04 09:40:26,204 charges_calc.py:73  WARNING Invalid end date of 2017-05-17 00:00:00 found in record RNT706
2020-05-04 09:40:26,205 charges_calc.py:82  WARNING Value Error on record RNT706, value {'product_code': 'PRD59', 'units_rented': 5, 'price_per_day': 20, 'rental_start': '9/8/17', 'rental_end': '5/17/17', 'total_days': -114, 'total_price': -2280} square of the total price
2020-05-04 09:40:26,205 charges_calc.py:73  WARNING Invalid end date of 2017-01-15 00:00:00 found in record RNT709
2020-05-04 09:40:26,206 charges_calc.py:82  WARNING Value Error on record RNT709, value {'product_code': 'PRD26', 'units_rented': 9, 'price_per_day': 12, 'rental_start': '5/18/17', 'rental_end': '1/15/17', 'total_days': -123, 'total_price': -1476} square of the total price
2020-05-04 09:40:26,206 charges_calc.py:73  WARNING Invalid end date of 2017-04-25 00:00:00 found in record RNT711
2020-05-04 09:40:26,206 charges_calc.py:82  WARNING Value Error on record RNT711, value {'product_code': 'PRD41', 'units_rented': 1, 'price_per_day': 9, 'rental_start': '4/25/18', 'rental_end': '4/25/17', 'total_days': -365, 'total_price': -3285} square of the total price
2020-05-04 09:40:26,208 charges_calc.py:73  WARNING Invalid end date of 2016-08-08 00:00:00 found in record RNT712
2020-05-04 09:40:26,209 charges_calc.py:82  WARNING Value Error on record RNT712, value {'product_code': 'PRD74', 'units_rented': 3, 'price_per_day': 10, 'rental_start': '10/9/17', 'rental_end': '8/8/16', 'total_days': -427, 'total_price': -4270} square of the total price
2020-05-04 09:40:26,209 charges_calc.py:73  WARNING Invalid end date of 2016-06-23 00:00:00 found in record RNT715
2020-05-04 09:40:26,209 charges_calc.py:82  WARNING Value Error on record RNT715, value {'product_code': 'PRD78', 'units_rented': 3, 'price_per_day': 27, 'rental_start': '8/23/17', 'rental_end': '6/23/16', 'total_days': -426, 'total_price': -11502} square of the total price
2020-05-04 09:40:26,210 charges_calc.py:73  WARNING Invalid end date of 2016-01-12 00:00:00 found in record RNT717
2020-05-04 09:40:26,210 charges_calc.py:82  WARNING Value Error on record RNT717, value {'product_code': 'PRD90', 'units_rented': 3, 'price_per_day': 31, 'rental_start': '9/25/18', 'rental_end': '1/12/16', 'total_days': -987, 'total_price': -30597} square of the total price
2020-05-04 09:40:26,211 charges_calc.py:73  WARNING Invalid end date of 2016-04-05 00:00:00 found in record RNT719
2020-05-04 09:40:26,211 charges_calc.py:82  WARNING Value Error on record RNT719, value {'product_code': 'PRD18', 'units_rented': 6, 'price_per_day': 24, 'rental_start': '9/22/16', 'rental_end': '4/5/16', 'total_days': -170, 'total_price': -4080} square of the total price
2020-05-04 09:40:26,211 charges_calc.py:73  WARNING Invalid end date of 2018-02-13 00:00:00 found in record RNT721
2020-05-04 09:40:26,212 charges_calc.py:82  WARNING Value Error on record RNT721, value {'product_code': 'PRD58', 'units_rented': 2, 'price_per_day': 28, 'rental_start': '9/2/18', 'rental_end': '2/13/18', 'total_days': -201, 'total_price': -5628} square of the total price
2020-05-04 09:40:26,212 charges_calc.py:73  WARNING Invalid end date of 2016-03-08 00:00:00 found in record RNT722
2020-05-04 09:40:26,213 charges_calc.py:82  WARNING Value Error on record RNT722, value {'product_code': 'PRD24', 'units_rented': 8, 'price_per_day': 22, 'rental_start': '10/6/17', 'rental_end': '3/8/16', 'total_days': -577, 'total_price': -12694} square of the total price
2020-05-04 09:40:26,213 charges_calc.py:73  WARNING Invalid end date of 2016-11-17 00:00:00 found in record RNT725
2020-05-04 09:40:26,214 charges_calc.py:82  WARNING Value Error on record RNT725, value {'product_code': 'PRD71', 'units_rented': 7, 'price_per_day': 32, 'rental_start': '2/19/17', 'rental_end': '11/17/16', 'total_days': -94, 'total_price': -3008} square of the total price
2020-05-04 09:40:26,214 charges_calc.py:73  WARNING Invalid end date of 2016-05-06 00:00:00 found in record RNT726
2020-05-04 09:40:26,214 charges_calc.py:82  WARNING Value Error on record RNT726, value {'product_code': 'PRD22', 'units_rented': 2, 'price_per_day': 39, 'rental_start': '11/24/17', 'rental_end': '5/6/16', 'total_days': -567, 'total_price': -22113} square of the total price
2020-05-04 09:40:26,215 charges_calc.py:73  WARNING Invalid end date of 2017-04-23 00:00:00 found in record RNT729
2020-05-04 09:40:26,215 charges_calc.py:82  WARNING Value Error on record RNT729, value {'product_code': 'PRD16', 'units_rented': 3, 'price_per_day': 39, 'rental_start': '8/18/17', 'rental_end': '4/23/17', 'total_days': -117, 'total_price': -4563} square of the total price
2020-05-04 09:40:26,216 charges_calc.py:73  WARNING Invalid end date of 2017-09-02 00:00:00 found in record RNT731
2020-05-04 09:40:26,216 charges_calc.py:82  WARNING Value Error on record RNT731, value {'product_code': 'PRD30', 'units_rented': 1, 'price_per_day': 10, 'rental_start': '11/17/17', 'rental_end': '9/2/17', 'total_days': -76, 'total_price': -760} square of the total price
2020-05-04 09:40:26,217 charges_calc.py:73  WARNING Invalid end date of 2016-11-24 00:00:00 found in record RNT732
2020-05-04 09:40:26,219 charges_calc.py:82  WARNING Value Error on record RNT732, value {'product_code': 'PRD96', 'units_rented': 5, 'price_per_day': 35, 'rental_start': '8/18/17', 'rental_end': '11/24/16', 'total_days': -267, 'total_price': -9345} square of the total price
2020-05-04 09:40:26,219 charges_calc.py:73  WARNING Invalid end date of 2016-11-05 00:00:00 found in record RNT733
2020-05-04 09:40:26,220 charges_calc.py:82  WARNING Value Error on record RNT733, value {'product_code': 'PRD40', 'units_rented': 1, 'price_per_day': 32, 'rental_start': '5/26/17', 'rental_end': '11/5/16', 'total_days': -202, 'total_price': -6464} square of the total price
2020-05-04 09:40:26,220 charges_calc.py:73  WARNING Invalid end date of 2017-10-13 00:00:00 found in record RNT740
2020-05-04 09:40:26,221 charges_calc.py:82  WARNING Value Error on record RNT740, value {'product_code': 'PRD81', 'units_rented': 7, 'price_per_day': 32, 'rental_start': '2/16/18', 'rental_end': '10/13/17', 'total_days': -126, 'total_price': -4032} square of the total price
2020-05-04 09:40:26,221 charges_calc.py:73  WARNING Invalid end date of 2017-10-18 00:00:00 found in record RNT745
2020-05-04 09:40:26,222 charges_calc.py:82  WARNING Value Error on record RNT745, value {'product_code': 'PRD36', 'units_rented': 6, 'price_per_day': 21, 'rental_start': '9/2/18', 'rental_end': '10/18/17', 'total_days': -319, 'total_price': -6699} square of the total price
