product_id,description,product_type,quantity_available,daily_rate
PID5180,P_Description5180,Living Room,35,5
PID5181,P_Description5181,Office,29,5
PID5182,P_Description5182,Kitchen,15,5
PID5183,P_Description5183,Kitchen,22,4
PID5184,P_Description5184,Kitchen,11,2
PID5185,P_Description5185,Kitchen,2,5
PID5186,P_Description5186,Kitchen,19,2
PID5187,P_Description5187,Living Room,26,2
PID5188,P_Description5188,Living Room,30,4
PID5189,P_Description5189,Office,15,5
PID5190,P_Description5190,Living Room,34,2
PID5191,P_Description5191,Dining Room,29,4
PID5192,P_Description5192,Dining Room,14,4
PID5193,P_Description5193,Living Room,27,4
PID5194,P_Description5194,Living Room,27,1
PID5195,P_Description5195,Office,2,1
PID5196,P_Description5196,Kitchen,7,5
PID5197,P_Description5197,Kitchen,33,1
PID5198,P_Description5198,Dining Room,15,4
PID5199,P_Description5199,Office,0,3
PID5200,P_Description5200,Office,20,5
PID5201,P_Description5201,Living Room,10,4
PID5202,P_Description5202,Living Room,37,3
PID5203,P_Description5203,Dining Room,0,5
PID5204,P_Description5204,Office,28,5
PID5205,P_Description5205,Living Room,1,2
PID5206,P_Description5206,Kitchen,13,5
PID5207,P_Description5207,Kitchen,11,4
PID5208,P_Description5208,Bedroom,14,2
PID5209,P_Description5209,Kitchen,20,3
PID5210,P_Description5210,Office,10,3
PID5211,P_Description5211,Office,13,2
PID5212,P_Description5212,Dining Room,34,3
PID5213,P_Description5213,Living Room,11,4
PID5214,P_Description5214,Living Room,24,1
PID5215,P_Description5215,Dining Room,12,2
PID5216,P_Description5216,Office,16,5
PID5217,P_Description5217,Living Room,21,2
PID5218,P_Description5218,Bedroom,17,1
PID5219,P_Description5219,Kitchen,16,4
PID5220,P_Description5220,Kitchen,32,5
PID5221,P_Description5221,Office,19,5
PID5222,P_Description5222,Bedroom,22,4
PID5223,P_Description5223,Living Room,29,4
PID5224,P_Description5224,Living Room,2,4
PID5225,P_Description5225,Dining Room,0,3
PID5226,P_Description5226,Living Room,35,4
PID5227,P_Description5227,Office,29,5
PID5228,P_Description5228,Bedroom,16,1
PID5229,P_Description5229,Living Room,13,5
PID5230,P_Description5230,Office,22,2
PID5231,P_Description5231,Living Room,20,2
PID5232,P_Description5232,Bedroom,33,2
PID5233,P_Description5233,Dining Room,32,2
PID5234,P_Description5234,Living Room,11,1
PID5235,P_Description5235,Bedroom,2,5
PID5236,P_Description5236,Living Room,10,5
PID5237,P_Description5237,Dining Room,40,3
PID5238,P_Description5238,Kitchen,9,5
PID5239,P_Description5239,Office,38,5
PID5240,P_Description5240,Dining Room,28,4
PID5241,P_Description5241,Living Room,38,2
PID5242,P_Description5242,Bedroom,9,5
PID5243,P_Description5243,Living Room,20,2
PID5244,P_Description5244,Office,36,1
PID5245,P_Description5245,Living Room,7,2
PID5246,P_Description5246,Office,9,2
PID5247,P_Description5247,Living Room,35,5
PID5248,P_Description5248,Kitchen,13,1
PID5249,P_Description5249,Bedroom,8,2
PID5250,P_Description5250,Office,14,5
PID5251,P_Description5251,Living Room,3,2
PID5252,P_Description5252,Bedroom,16,4
PID5253,P_Description5253,Living Room,22,3
PID5254,P_Description5254,Kitchen,20,2
PID5255,P_Description5255,Bedroom,12,1
PID5256,P_Description5256,Office,32,1
PID5257,P_Description5257,Dining Room,33,2
PID5258,P_Description5258,Bedroom,39,4
PID5259,P_Description5259,Living Room,22,1
PID5260,P_Description5260,Kitchen,38,4
PID5261,P_Description5261,Office,10,4
PID5262,P_Description5262,Office,20,5
PID5263,P_Description5263,Living Room,19,2
PID5264,P_Description5264,Kitchen,19,5
PID5265,P_Description5265,Office,32,5
PID5266,P_Description5266,Dining Room,30,1
PID5267,P_Description5267,Bedroom,0,5
PID5268,P_Description5268,Kitchen,26,1
PID5269,P_Description5269,Kitchen,6,3
PID5270,P_Description5270,Kitchen,23,2
PID5271,P_Description5271,Bedroom,34,2
PID5272,P_Description5272,Living Room,12,4
PID5273,P_Description5273,Office,37,1
PID5274,P_Description5274,Dining Room,2,5
PID5275,P_Description5275,Bedroom,20,5
PID5276,P_Description5276,Kitchen,5,1
PID5277,P_Description5277,Kitchen,34,4
PID5278,P_Description5278,Kitchen,38,2
PID5279,P_Description5279,Kitchen,17,2
PID5280,P_Description5280,Office,38,3
PID5281,P_Description5281,Living Room,23,3
PID5282,P_Description5282,Kitchen,19,2
PID5283,P_Description5283,Dining Room,9,1
PID5284,P_Description5284,Living Room,17,4
PID5285,P_Description5285,Kitchen,34,1
PID5286,P_Description5286,Office,29,4
PID5287,P_Description5287,Living Room,7,3
PID5288,P_Description5288,Living Room,15,5
PID5289,P_Description5289,Dining Room,2,5
PID5290,P_Description5290,Dining Room,36,5
PID5291,P_Description5291,Kitchen,23,5
PID5292,P_Description5292,Living Room,1,5
PID5293,P_Description5293,Living Room,26,5
PID5294,P_Description5294,Dining Room,32,5
PID5295,P_Description5295,Kitchen,26,3
PID5296,P_Description5296,Kitchen,36,2
PID5297,P_Description5297,Kitchen,4,1
PID5298,P_Description5298,Dining Room,13,3
PID5299,P_Description5299,Bedroom,0,5
PID5300,P_Description5300,Office,26,2
PID5301,P_Description5301,Dining Room,30,3
PID5302,P_Description5302,Office,29,2
PID5303,P_Description5303,Office,1,4
PID5304,P_Description5304,Office,19,2
PID5305,P_Description5305,Office,24,3
PID5306,P_Description5306,Bedroom,23,5
PID5307,P_Description5307,Office,28,5
PID5308,P_Description5308,Bedroom,33,2
PID5309,P_Description5309,Living Room,2,1
PID5310,P_Description5310,Kitchen,13,5
PID5311,P_Description5311,Dining Room,0,2
PID5312,P_Description5312,Office,24,1
PID5313,P_Description5313,Office,1,2
PID5314,P_Description5314,Living Room,25,1
PID5315,P_Description5315,Kitchen,15,3
PID5316,P_Description5316,Dining Room,16,1
PID5317,P_Description5317,Kitchen,32,2
PID5318,P_Description5318,Office,22,5
PID5319,P_Description5319,Office,25,1
PID5320,P_Description5320,Office,20,2
PID5321,P_Description5321,Dining Room,23,5
PID5322,P_Description5322,Office,37,4
PID5323,P_Description5323,Kitchen,19,1
PID5324,P_Description5324,Office,13,2
PID5325,P_Description5325,Dining Room,8,4
PID5326,P_Description5326,Kitchen,2,4
PID5327,P_Description5327,Dining Room,32,4
PID5328,P_Description5328,Bedroom,3,4
PID5329,P_Description5329,Kitchen,35,4
PID5330,P_Description5330,Dining Room,28,2
PID5331,P_Description5331,Dining Room,0,5
PID5332,P_Description5332,Living Room,23,3
PID5333,P_Description5333,Bedroom,33,1
PID5334,P_Description5334,Living Room,1,2
PID5335,P_Description5335,Bedroom,26,1
PID5336,P_Description5336,Office,7,4
PID5337,P_Description5337,Office,11,4
PID5338,P_Description5338,Living Room,16,5
PID5339,P_Description5339,Office,7,4
PID5340,P_Description5340,Bedroom,35,4
PID5341,P_Description5341,Dining Room,33,1
PID5342,P_Description5342,Living Room,29,5
PID5343,P_Description5343,Kitchen,19,3
PID5344,P_Description5344,Bedroom,6,3
PID5345,P_Description5345,Office,30,3
PID5346,P_Description5346,Dining Room,36,4
PID5347,P_Description5347,Dining Room,14,2
PID5348,P_Description5348,Kitchen,2,5
PID5349,P_Description5349,Office,38,5
PID5350,P_Description5350,Dining Room,24,1
PID5351,P_Description5351,Dining Room,20,4
PID5352,P_Description5352,Dining Room,23,5
PID5353,P_Description5353,Living Room,19,1
PID5354,P_Description5354,Living Room,30,5
PID5355,P_Description5355,Living Room,29,3
PID5356,P_Description5356,Bedroom,25,2
PID5357,P_Description5357,Kitchen,17,3
PID5358,P_Description5358,Dining Room,7,2
PID5359,P_Description5359,Living Room,4,1
PID5360,P_Description5360,Kitchen,18,3
PID5361,P_Description5361,Bedroom,36,4
PID5362,P_Description5362,Kitchen,38,5
PID5363,P_Description5363,Living Room,37,1
PID5364,P_Description5364,Dining Room,20,4
PID5365,P_Description5365,Office,34,4
PID5366,P_Description5366,Office,17,2
PID5367,P_Description5367,Office,39,1
PID5368,P_Description5368,Dining Room,29,2
PID5369,P_Description5369,Bedroom,22,5
PID5370,P_Description5370,Bedroom,25,3
PID5371,P_Description5371,Kitchen,13,5
PID5372,P_Description5372,Office,1,5
PID5373,P_Description5373,Kitchen,37,3
PID5374,P_Description5374,Living Room,18,4
PID5375,P_Description5375,Office,12,5
PID5376,P_Description5376,Living Room,4,3
PID5377,P_Description5377,Dining Room,36,1
PID5378,P_Description5378,Kitchen,0,5
PID5379,P_Description5379,Bedroom,12,1
PID5380,P_Description5380,Dining Room,8,4
PID5381,P_Description5381,Dining Room,2,5
PID5382,P_Description5382,Bedroom,4,4
PID5383,P_Description5383,Dining Room,38,4
PID5384,P_Description5384,Office,2,3
PID5385,P_Description5385,Office,15,4
PID5386,P_Description5386,Bedroom,33,4
PID5387,P_Description5387,Kitchen,25,2
PID5388,P_Description5388,Kitchen,10,1
PID5389,P_Description5389,Living Room,9,4
PID5390,P_Description5390,Dining Room,24,5
PID5391,P_Description5391,Living Room,14,5
PID5392,P_Description5392,Living Room,23,1
PID5393,P_Description5393,Living Room,37,3
PID5394,P_Description5394,Office,33,3
PID5395,P_Description5395,Bedroom,22,2
PID5396,P_Description5396,Kitchen,2,3
PID5397,P_Description5397,Bedroom,35,3
PID5398,P_Description5398,Kitchen,20,4
PID5399,P_Description5399,Bedroom,9,4
PID5400,P_Description5400,Kitchen,28,5
PID5401,P_Description5401,Dining Room,15,5
PID5402,P_Description5402,Living Room,12,1
PID5403,P_Description5403,Living Room,10,3
PID5404,P_Description5404,Dining Room,35,1
PID5405,P_Description5405,Office,12,3
PID5406,P_Description5406,Living Room,24,1
PID5407,P_Description5407,Living Room,23,3
PID5408,P_Description5408,Living Room,16,5
PID5409,P_Description5409,Office,3,1
PID5410,P_Description5410,Office,27,3
PID5411,P_Description5411,Office,17,4
PID5412,P_Description5412,Bedroom,40,2
PID5413,P_Description5413,Bedroom,31,4
PID5414,P_Description5414,Dining Room,36,2
PID5415,P_Description5415,Office,4,3
PID5416,P_Description5416,Kitchen,16,4
PID5417,P_Description5417,Living Room,27,5
PID5418,P_Description5418,Office,7,3
PID5419,P_Description5419,Bedroom,18,2
PID5420,P_Description5420,Kitchen,32,1
PID5421,P_Description5421,Dining Room,10,1
PID5422,P_Description5422,Dining Room,13,3
PID5423,P_Description5423,Living Room,0,4
PID5424,P_Description5424,Dining Room,10,2
PID5425,P_Description5425,Living Room,32,5
PID5426,P_Description5426,Dining Room,36,5
PID5427,P_Description5427,Living Room,22,3
PID5428,P_Description5428,Office,10,3
PID5429,P_Description5429,Kitchen,9,1
PID5430,P_Description5430,Dining Room,24,2
PID5431,P_Description5431,Living Room,32,5
PID5432,P_Description5432,Kitchen,33,3
PID5433,P_Description5433,Dining Room,27,5
PID5434,P_Description5434,Living Room,22,3
PID5435,P_Description5435,Living Room,31,1
PID5436,P_Description5436,Office,7,4
PID5437,P_Description5437,Kitchen,6,2
PID5438,P_Description5438,Kitchen,14,2
PID5439,P_Description5439,Bedroom,33,4
PID5440,P_Description5440,Bedroom,39,3
PID5441,P_Description5441,Kitchen,22,1
PID5442,P_Description5442,Office,11,1
PID5443,P_Description5443,Dining Room,11,2
PID5444,P_Description5444,Kitchen,8,1
PID5445,P_Description5445,Dining Room,8,3
PID5446,P_Description5446,Kitchen,29,2
PID5447,P_Description5447,Bedroom,36,4
PID5448,P_Description5448,Bedroom,40,2
PID5449,P_Description5449,Living Room,39,1
PID5450,P_Description5450,Living Room,7,4
PID5451,P_Description5451,Living Room,34,5
PID5452,P_Description5452,Living Room,23,5
PID5453,P_Description5453,Bedroom,32,1
PID5454,P_Description5454,Kitchen,2,4
PID5455,P_Description5455,Bedroom,35,2
PID5456,P_Description5456,Living Room,19,2
PID5457,P_Description5457,Bedroom,11,2
PID5458,P_Description5458,Bedroom,1,3
PID5459,P_Description5459,Office,25,5
PID5460,P_Description5460,Kitchen,40,3
PID5461,P_Description5461,Kitchen,26,3
PID5462,P_Description5462,Living Room,15,1
PID5463,P_Description5463,Office,36,4
PID5464,P_Description5464,Bedroom,33,2
PID5465,P_Description5465,Dining Room,24,4
PID5466,P_Description5466,Dining Room,2,1
PID5467,P_Description5467,Kitchen,31,4
PID5468,P_Description5468,Kitchen,20,1
PID5469,P_Description5469,Office,35,5
PID5470,P_Description5470,Living Room,24,4
PID5471,P_Description5471,Bedroom,9,3
PID5472,P_Description5472,Living Room,2,4
PID5473,P_Description5473,Dining Room,8,3
PID5474,P_Description5474,Dining Room,15,5
PID5475,P_Description5475,Bedroom,31,2
PID5476,P_Description5476,Living Room,1,1
PID5477,P_Description5477,Kitchen,12,4
PID5478,P_Description5478,Bedroom,29,1
PID5479,P_Description5479,Bedroom,15,5
PID5480,P_Description5480,Office,31,1
PID5481,P_Description5481,Living Room,16,4
PID5482,P_Description5482,Bedroom,10,4
PID5483,P_Description5483,Office,17,2
PID5484,P_Description5484,Kitchen,30,1
PID5485,P_Description5485,Bedroom,2,3
PID5486,P_Description5486,Office,35,1
PID5487,P_Description5487,Dining Room,3,1
PID5488,P_Description5488,Office,19,1
PID5489,P_Description5489,Kitchen,37,3
PID5490,P_Description5490,Living Room,0,1
PID5491,P_Description5491,Living Room,0,5
PID5492,P_Description5492,Dining Room,30,1
PID5493,P_Description5493,Office,14,1
PID5494,P_Description5494,Bedroom,39,4
PID5495,P_Description5495,Office,25,1
PID5496,P_Description5496,Bedroom,26,4
PID5497,P_Description5497,Bedroom,25,1
PID5498,P_Description5498,Dining Room,9,2
PID5499,P_Description5499,Bedroom,36,2
PID5500,P_Description5500,Living Room,32,3
PID5501,P_Description5501,Office,34,3
PID5502,P_Description5502,Dining Room,26,5
PID5503,P_Description5503,Kitchen,19,3
PID5504,P_Description5504,Dining Room,25,3
PID5505,P_Description5505,Bedroom,25,5
PID5506,P_Description5506,Living Room,2,3
PID5507,P_Description5507,Bedroom,13,1
PID5508,P_Description5508,Dining Room,21,4
PID5509,P_Description5509,Kitchen,5,4
PID5510,P_Description5510,Office,31,3
PID5511,P_Description5511,Office,31,2
PID5512,P_Description5512,Living Room,13,3
PID5513,P_Description5513,Living Room,30,2
PID5514,P_Description5514,Office,25,5
PID5515,P_Description5515,Bedroom,1,5
PID5516,P_Description5516,Bedroom,15,4
PID5517,P_Description5517,Bedroom,13,2
PID5518,P_Description5518,Living Room,40,5
PID5519,P_Description5519,Bedroom,9,1
PID5520,P_Description5520,Kitchen,27,4
PID5521,P_Description5521,Bedroom,24,3
PID5522,P_Description5522,Living Room,0,5
PID5523,P_Description5523,Kitchen,14,5
PID5524,P_Description5524,Bedroom,6,2
PID5525,P_Description5525,Bedroom,11,3
PID5526,P_Description5526,Kitchen,17,2
PID5527,P_Description5527,Dining Room,26,5
PID5528,P_Description5528,Bedroom,17,4
PID5529,P_Description5529,Kitchen,32,2
PID5530,P_Description5530,Bedroom,14,1
PID5531,P_Description5531,Kitchen,0,2
PID5532,P_Description5532,Living Room,21,2
PID5533,P_Description5533,Bedroom,30,5
PID5534,P_Description5534,Living Room,25,1
PID5535,P_Description5535,Living Room,11,4
PID5536,P_Description5536,Bedroom,7,1
PID5537,P_Description5537,Living Room,6,3
PID5538,P_Description5538,Living Room,10,2
PID5539,P_Description5539,Living Room,31,4
PID5540,P_Description5540,Bedroom,17,5
PID5541,P_Description5541,Office,40,5
PID5542,P_Description5542,Dining Room,10,5
PID5543,P_Description5543,Office,5,5
PID5544,P_Description5544,Bedroom,20,2
PID5545,P_Description5545,Kitchen,10,3
PID5546,P_Description5546,Living Room,12,1
PID5547,P_Description5547,Office,12,5
PID5548,P_Description5548,Dining Room,7,4
PID5549,P_Description5549,Dining Room,15,3
PID5550,P_Description5550,Dining Room,4,4
PID5551,P_Description5551,Kitchen,36,4
PID5552,P_Description5552,Dining Room,15,3
PID5553,P_Description5553,Living Room,10,2
PID5554,P_Description5554,Dining Room,13,4
PID5555,P_Description5555,Bedroom,28,3
PID5556,P_Description5556,Living Room,35,2
PID5557,P_Description5557,Dining Room,12,2
PID5558,P_Description5558,Kitchen,9,2
PID5559,P_Description5559,Dining Room,37,2
PID5560,P_Description5560,Kitchen,22,3
PID5561,P_Description5561,Office,15,5
PID5562,P_Description5562,Kitchen,1,3
PID5563,P_Description5563,Living Room,10,2
PID5564,P_Description5564,Bedroom,28,4
PID5565,P_Description5565,Living Room,7,2
PID5566,P_Description5566,Kitchen,14,1
PID5567,P_Description5567,Office,31,2
PID5568,P_Description5568,Office,35,2
PID5569,P_Description5569,Dining Room,12,5
PID5570,P_Description5570,Office,34,2
PID5571,P_Description5571,Kitchen,22,3
PID5572,P_Description5572,Office,31,5
PID5573,P_Description5573,Kitchen,32,3
PID5574,P_Description5574,Office,27,1
PID5575,P_Description5575,Living Room,13,2
PID5576,P_Description5576,Bedroom,19,2
PID5577,P_Description5577,Office,31,3
PID5578,P_Description5578,Living Room,15,5
PID5579,P_Description5579,Bedroom,9,4
PID5580,P_Description5580,Living Room,38,3
PID5581,P_Description5581,Kitchen,34,4
PID5582,P_Description5582,Living Room,12,4
PID5583,P_Description5583,Living Room,15,2
PID5584,P_Description5584,Living Room,31,1
PID5585,P_Description5585,Dining Room,6,3
PID5586,P_Description5586,Dining Room,16,5
PID5587,P_Description5587,Office,37,2
PID5588,P_Description5588,Dining Room,34,4
PID5589,P_Description5589,Office,28,1
PID5590,P_Description5590,Living Room,14,4
PID5591,P_Description5591,Living Room,20,1
PID5592,P_Description5592,Office,14,4
PID5593,P_Description5593,Bedroom,18,4
PID5594,P_Description5594,Dining Room,32,1
PID5595,P_Description5595,Dining Room,5,1
PID5596,P_Description5596,Office,38,4
PID5597,P_Description5597,Office,6,5
PID5598,P_Description5598,Office,4,4
PID5599,P_Description5599,Kitchen,27,5
PID5600,P_Description5600,Office,35,3
PID5601,P_Description5601,Bedroom,20,5
PID5602,P_Description5602,Kitchen,20,3
PID5603,P_Description5603,Dining Room,32,4
PID5604,P_Description5604,Office,10,5
PID5605,P_Description5605,Bedroom,27,1
PID5606,P_Description5606,Office,16,3
PID5607,P_Description5607,Living Room,12,3
PID5608,P_Description5608,Bedroom,17,1
PID5609,P_Description5609,Kitchen,40,1
PID5610,P_Description5610,Living Room,0,4
PID5611,P_Description5611,Office,23,3
PID5612,P_Description5612,Dining Room,9,4
